rating,review,,,,,,,,,
2,Two star for service n ambiance but food not  good not as per value of money. Even we get better in street. If you're going to have only great ambiance then only it's ok but still I completely don't recommend this one. Try on different one truly. Learn from experience don't waste money.,,,,,,,,,
5,"Lovely food with awesome atmosphere with the touch of live music on Tuesday and Friday. Just love the interior which creates a good ambience and when there is a live music, it adds a flavor to the feeling of dinner making it a truly romantic or a pleasant experience (in case u r with a family or friends 😜).",,,,,,,,,
5,"If you are in surat you should definitely visit this place once
Vibes are very pleasant and staff is also friendly
One of the best places to visit with family/friends because the ambience and food here is absolutely tasty.
I tried some refreshing mock tail along with paneer starter.
Have to admit the mock tails made my stress go away as they were very refreshing and chilled
Coming to the food
The food was very tasty and served quickly and hot
I will definitely visit this place again",,,,,,,,,
5,"Excellent food and service by staff. Special thanks to Rahul for catering to all our requests.
Overall, a very good experience.",,,,,,,,,
4,"Place is nice. You can find family place. Personal space for couple is also available. They have options for candle light dinner. Selling of non alcoholic Champagne are also available. They don't have wide range of items, but have wide range of cuisines. Personal spaces are covered with bamboo sticks. Staff is also good but sometimes look less professional. Now a days I found prices bit high. Location is opposite to the imperial Square mall (star bazzar) on the 5th floor. Valet parking facilities are available.",,,,,,,,,
5,"Food quality & service is awesome...
Rahul bhai and other staff members are very co-operative & friendly...must visit once ..",,,,,,,,,
1,"Today we came with family after three years .The quality of food is very very bad.
pervious the food was very good.
No Covid take care.
I request surat people please don't go to level 5 Terrace Resto .U wil waste your Money.
Zero ratting.
Food is very costly.
Do u know one Glass of spirt cost us Rs 65 it's justify???
Manchurian 285 per plate.
Please don't say sorry for inconvenience.

Ashok Kumar Bhartia",,,,,,,,,
3,"We are group of people visited on new year and from this restaurant view is amazing but if you compare food and price than it is not balance restaurant. its is very expressive restaurant like for 95 for masala papad and 65 for normal papad. For 1 roti it cost more  100 rs. But its best place for couples hangout. They have separate cabins for it. If i want to rate this place
Location 5/5
Food 3/5
Staff 4/5
Cleanliness 4/5
Overall average",,,,,,,,,
5,Food was good and staff behaviour was also good . overall nice experience,,,,,,,,,
5,It was a very good experience comminng to this place.. Really enjoyed the food and ambiance.,,,,,,,,,
5,Food was very amazing and candle🕯 dinner so very owsm and service very fast and staff behavior so friendly... Visit again with family👪,,,,,,,,,
5,"I went for candlelight dinner and it's was asome experience.food service, decoration everything was perfect. Excellent place for family and couple.",,,,,,,,,
5,"Food quality, presentation & taste are really good.
Visiting second time in a month time.",,,,,,,,,
5,"Great place for couple, family dinner.
Ambience is awesome.
Service too good thanks to staff (Sachin) for nice service while I booked.",,,,,,,,,
3,Good ambience. Food test is good. Service is not as per manu price.,,,,,,,,,
1,Please do not visit here this restaurant is very bad,,,,,,,,,
1,""" Candle Light Dinner"" - High Price against what they serve.  I had been there for my first wedding anniversary and except decorations and bottle of champagne , i did't   find anything appealing. Food is really horrible.I will give only one star and that too just for the decoration and ambiance. Food was waste. Not worth it after spending 5000 bucks. Really disappointed.",,,,,,,,,
1,"We had very bad experience of this place. I had visited this place with my family , one of their staff spilled buttermilk on us while serving and even did not say sorry. When we called manager same attitude even he did not apologise and started justifying himself. Even every other table was complaining about their services I wonder who hired those staff and who made that man manager, he don’t know how to talk to people or manage staff. I WOULD STRONGLY SUGGEST NEVER VISIT THIS RESTAURANT.",,,,,,,,,
5,"Service provided by Mr rajesh ji
Candle light dinner was superb & also decorations too. Food was amazing & Service staff was so supportive 😊🤗",,,,,,,,,
5,"Food are too good please visite many time
Sachin exlent service given here",,,,,,,,,
5,Very courteous staff and awesome place. Must visit for couples. Go for the romantic tent candle light dinner. Gaurav was immensely courteous and helpful throughout the booking. Thank you Level 5!,,,,,,,,,
3,"They can give better quality, quantity of food against they charged.... Prices are very high and service is very very poor... One has to think twice before visiting second time... We ordered restaurant's special varieties but found so so casual.....",,,,,,,,,
5,Pasta is not good here although pizza is!,,,,,,,,,
5,"Food quality is best.
Excellent food
Very polite staff.",,,,,,,,,
5,Taste is very good and service also,,,,,,,,,
1,"Had very poor experience with poor service as the whole staff was busy serving a party they stopped fulfilling our orders and felt so ugly when saw staff was cleaning glasses with a towel and used same towel to clean their face too yuk!!! I won't recommend and will never visit again. However I can say leven 2.5 for the test of food, leave 5 is yet so far!!",,,,,,,,,
5,Nice food with great service,,,,,,,,,
1,"This was my 4th visit to this place. Earilier visits were 5star worth few years back. Felt like this was third copy of level 5. Ambience was not appealing seats were downgraded, menu was old and not worth the amount printed on it.
All quality degraded including food, ambience service except being ooooooover pricy.",,,,,,,,,
3,"Food is good, but customize the spices as per your choice or else it can get very spicy.

Price ambience relationship is very costly & can reach up to RS. 700 per pax.

Don't go mocktails unless you are deep pocketed.

Suggested in winter and late evening during summer no aircon

Rating is 3/5 overall",,,,,,,,,
5,Most Romantic dinner ever ... Nice food ....,,,,,,,,,
5,It was quite a nice experience. Regular place to hangout with amazing food at affordable price.,,,,,,,,,
5,Service was fast and the food was amazing. Nice place to come with family too.,,,,,,,,,
5,Food was very tasty and service very fast staff are friendly,,,,,,,,,
5,"Perfect place for couples, good staff   Osme vibe good music for birthday celebrations or anniversary all facility are good and main thing is food is Soo yummy 😄specially thanks for Gaurav Mishra manager and team Level 5 Terrace Restro",,,,,,,,,
