rating,review
3,"This store is in Boulevard mall of Lodha Majiwada.
Food is standard as per McDonalds but i have cut the star because of availability issues. Not everything is available at all times.
There is McCafe and play area for kids here.

There is a drive in available here

In fact, McSwirl is not available Most of the times that I visited this place.

This place has a small area demarcated for kids birthday parties. A lot of nearby people do parties here"
4,"This is official McDonald's outlet. A burgers, pizzas, coffees are available with nominal price . There are ordering tabs fixed on walls for order. The staff are very generous and genuine. They treat you well and assist you in ordering. There is parking place in front of the outlet. The ambience of the outlet is very and connective with eastern Express high is good.."
4,"This is official McDonald's outlet. All McDonald's burgers, pizzas, coffees are available with nominal price . There are tabs fixed on walls for us to order. The staff are very generous and genuine. They treat you well and assist you in ordering. They deliver your order quickly as well. There is parking place in front of the outlet which can accomodate about 3 cars. The ambience of the outlet is very good."
1,"I go to this McDonald's branch a lot. Although the personnel is kind and responsive to your order, I am disappointed with the quality of the meal. Overall, I am satisfied with the service. One of the two Mac chicken burgers I bought had rotting lettuce in it. I have to discard it since the taste and smell are so horrible that I nearly puked. I'm not criticizing any of the employees; rather, I'm saying that the food ought to be of the highest caliber because when we order from Mac Donald's, people come expecting high standards of quality and hygiene."
5,"Best what they offer.
Staff was courteous, food was standard so does coffee.

Dont like fast food now but had some work near by hence need to have something quick."
5,"Quality food at reasonable prices, the sambhar and chutney accompanying idli and Vada, taste excellent. They handle the morning rush quite well."
5,"Since last 2.5 years this place is satisfying my hunger 100%.
Every time I visit this place I feel nice and grateful. The food they serve is truly 'Satwik' .
The Nair family operating this is also very welcoming. It's not just food, it's a homely experience :) .
One of the reasons why I love my stay in Vrindavn Society."
5,"One of the most underrated breakfast joint in the neighborhood. Are you looking for lip smacking Idli sambar or vada sambar along with nice coffee? Head to Satvik poli Bhaji kendra.
Pro Tip : Try to  be there before 9AM, people wipe off idli within no time."
5,"Good quality and quantity also.
Pure vegetables dish available and reasonable rate."
5,"Do try Dal khichdi, best affordable veg food.."
1,Fraud they buy review by scamming to give you 205 rs and I have proof
4,Very good
5,I go out
1,Nonsense
5,
5,"Best authentic Muslim food in Thane.
We love the Tandoori Chicken leg piece. It is good ONLY if freshly made the same day. Try not to get old stock.
Best time is during Ramadan, as food gets depleted, so stock is fresh.
Kheeri is also lovely.
Mutton roll is good if fried well and crisp.
I prefer this place to Delhi Zaika which is opposite as service is much better. This is my personal choice."
5,"Enjoyed a diverse menu with good food variety at Sagar restaurant. The ambiance was average, but the standout was the excellent service. A solid choice for a satisfying meal"
5,"Kickass Chinese & Moghlai food...very hygienic and the quantities are never disappointing.
Service is excellent too..."
3,All type Chinese food in good quality
5,Delicious food with good quality and quantity.
5,I am in love with their Dutch chocolate cake since I was kid . No other taste can replace that taste . Their are so many cake makers came from past few year but I still love their Dutch chocolate cake ❤️
3,Great Vegeterian cakes. Also have a lot of snack variety.
5,"This store is one of the best places to buy bakery items , specially cakes in this area. They have lots of flavours and designs to offer. They also make photo and customized cakes as per customer needs. The staff is polite.The entrance is ♿ accessible. You get cakes , pastries, cupcakes , wafers and pastry puffs here. They also take birthday cake and party orders. The service is quick and prices are moderate. The quality of cake is good. The shop is small and clean. They do home delivery too via delivery partners."
